id,token,frequency
40100,b'\x8dn',38
40101,b'er\xc4',2
40102,b' banka',2
40103,b' Ji\xc5',10
40104,b' Seq',26
40105,b' causew',9
40106,b' Langp',40
40107,b' rainf',84
40108,b' sites\n',15
40109,b' Epis',181
40110,b' newsg',2
40111,b' spam',129
40112,b' fails',36
40113,b' sende',12
40114,b' counterm',12
40115,b' unso',23
40116,b' header',18
40117,b' mail',105
40118,b'etp',6
40119,b'Opt',21
40120,b'\xc2\xa0mil',174
40121,b' financial',387
40122,b' opened\n',2
40123,b' UK\n',30
40124,b' buys',22
40125,b' custom',321
40126,b' Icel',72
40127,b'uiz',12
40128,b' Mans\n',2
40129,b'\xb8s',9
40130,b' Arri',47
40131,b' Holyh',9
40132,b'ridd',35
40133,b'cyn',27
40134,b' Barg',15
40135,b'Arr',35
40136,b' MK',79
40137,b'dingb',3
40138,b' Songh',18
40139,b' chiefs',30
40140,b'sual',51
40141,b' UNI',44
40142,b' McCr',64
40143,b' Playh',33
40144,b' Okla',151
40145,b' On\n',6
40146,b'utem',6
40147,b' F\xc5',3
40148,b' Internationali',7
40149,b' participated',217
40150,b'F\xc5',2
40151,b'ghtr',22
40152,b'Back',205
40153,b' overall',291
40154,b' Billbo',233
40155,b' Karls',39
40156,b' Dui',18
40157,b' respectf',6
40158,b' Kamm',20
40159,b'nanm',3
40160,b'Kam',37
40161,b' lott',25
40162,b' Dolp',69
40163,b'orns',45
40164,b' yp',8
40165,b' ppg',4
40166,b' Linem',7
40167,b'-Bi',60
40168,b'tela',14
40169,b'UT',21
40170,b'weep',12
40171,b'atai',7
40172,b' Shul',39
40173,b' sideh',2
40174,b' Region\xc2',7
40175,b' equipme',316
40176,b' occasio',284
40177,b' Reag',98
40178,b' Dola',19
40179,b' communities',360
40180,b'usei',10
40181,b' Xy',2
40182,b' Sixt',82
40183,b' Kio',15
40184,b'ison\n',9
40185,b' Deta',36
40186,b' Regimen',296
40187,b' Pacific\n',5
40188,b'Hed',14
40189,b'denz',5
40190,b' Eil',36
40191,b' Gabl',30
40192,b'ruv',52
40193,b'aniar',2
40194,b' slave',306
40195,b' roots',143
40196,b'op\xc3',18
40197,b' Peruv',25
40198,b' folkl',61
40199,b' Peru\n',29
40200,b' Perua',2
40201,b'PH',49
40202,b' environ',284
40203,b'lL',2
40204,b' Xp',8
40205,b'Newt',9
40206,b'r\xc3\xad',29
40207,b' Churchy',8
40208,b' Pune',7
40209,b'Jh',5
40210,b' USAF',16
40211,b' Shut',54
40212,b' Labora',69
40213,b'VW',10
40214,b' El\xc4',2
40215,b'amab',7
40216,b'ura\n',15
40217,b' Falli',21
40218,b'cern',8
40219,b'ndel',35
40220,b'thym',7
40221,b'G1',7
40222,b' Isw',8
40223,b' prices',100
40224,b'there',29
40225,b'\x8d\xe2',2
40226,b' packa',135
40227,b' mille',66
40228,b'adz',13
40229,b' Sane',6
40230,b'-Bu',32
40231,b'j\xc5',4
40232,b'\xa1\x95',2
40233,b'\xb2\x9e',2
40234,b'eadn',2
40235,b' occupat',200
40236,b' Spanish\xe2',20
40237,b' shells',41
40238,b'ettes',45
40239,b'hires',5
40240,b'und\n',30
40241,b'hlm',10
40242,b' rebel',236
40243,b' daw',33
40244,b'nser',32
40245,b' Herl',2
40246,b' Christiane',11
40247,b' Saraj',32
40248,b' Bosn',96
40249,b' Aman',83
40250,b' Goodw',51
40251,b' winners\n',98
40252,b'cesse',16
40253,b' judges',87
40254,b' parenta',24
40255,b' juv',80
40256,b'enil',85
40257,b' PY',5
40258,b' relationships',117
40259,b' determina',41
40260,b' adults',99
40261,b' Scott\n',11
40262,b' R\xc3\xa9',35
40263,b' VIS',3
40264,b' Asr',10
40265,b'otsk',5
40266,b'ago\n',17
40267,b' Mainf',31
40268,b' International\n',62
40269,b' Bosm',13
40270,b'rm\xc3',5
40271,b'\xc3\xb0',25
40272,b' webc',20
40273,b'trov',8
40274,b' grif',6
40275,b'ikes',16
40276,b' avoid',340
40277,b'erick',74
40278,b' Overt',30
40279,b' sounde',15
40280,b' backin',167
40281,b' gris',24
40282,b' woodc',27
40283,b'nnab',4
40284,b' Erl',28
40285,b'menl',3
40286,b'aak',6
40287,b'ikk',11
40288,b' Markk',3
40289,b' Overi',7
40290,b' Goor',12
40291,b' matches\n',8
40292,b' restric',226
40293,b' surface\n',11
40294,b'bsc',11
40295,b'\xc3\xa4f',55
40296,b'rationa',18
40297,b'isms',45
40298,b'ath\n',27
40299,b'ollo',13
40300,b'eryb',11
40301,b'(Che',23
40302,b' semig',6
40303,b'htf',24
40304,b' significantl',149
40305,b'Frac',13
40306,b' Capu',51
40307,b' Erd',60
40308,b' operato',231
40309,b'erog',24
40310,b'malo',12
40311,b'\xc3\xb6d',25
40312,b' Appli',69
40313,b' Frac',20
40314,b' Overl',25
40315,b' bloodi',7
40316,b' Although',475
40317,b' entre',102
40318,b' Gens',21
40319,b' Spot',74
40320,b'lry',220
40321,b' Gregg',27
40322,b' engagem',70
40323,b'unity',108
40324,b'ldy',2
40325,b' southeas',223
40326,b' Sheri',85
40327,b' drov',76
40328,"b'""at'",33
40329,b' mista',116
40330,b'kenl',29
40331,b'kely',48
40332,b'opot',22
40333,b' pinn',27
40334,b' preserva',88
40335,b' preserve',229
40336,b' Freder',220
40337,b' May\xe2',4
40338,b' battle\n',7
40339,b'udg',41
40340,b' tut',60
40341,b' graduated',235
40342,b' enri',28
40343,b' Cans',3
40344,b' academ',314
40345,b'Gof',9
40346,b' oilf',9
40347,b' Baron\n',4
40348,b' keyi',7
40349,b' mixer',39
40350,b' Fad',11
40351,b' butto',91
40352,b' keye',3
40353,b' Vide',143
40354,b'Fran',192
40355,b' taker',7
40356,b' whethe',320
40357,b'irsc',4
40358,b' Market',180
40359,b' perfe',197
40360,b'olist',7
40361,b' dominan',145
40362,b' power\n',17
40363,b' competitiv',102
40364,b' competition\n',7
40365,b' increasing',352
40366,b' ratios',25
40367,b' HH',14
40368,b'airl',2
40369,b'perf',13
40370,"b'""Maa'",5
40371,b'(EC',27
40372,b'Tit',43
40373,"b'""inf'",11
40374,b' centrep',5
40375,b'-un',89
40376,b'ditu',20
40377,b' infla',104
40378,b' obli',186
40379,b'nkw',2
40380,b'eseo',3
40381,b'eong',18
40382,b'yun',26
40383,b'oeu',7
40384,b'nH',3
40385,b'rites',15
40386,b' bigo',10
40387,b' game\xe2',10
40388,b' Lawb',2
40389,b' Gag',37
40390,b'(Chi',55
40391,b'nT',8
40392,b'llyb',3
40393,b'dC',5
40394,b' Toon',34
40395,b' Johnny',162
40396,b'ane\xc2',9
40397,b' Aria',38
40398,b'(lis',10
40399,b' nox',7
40400,b'iasm',2
40401,b' Nighti',11
40402,b'entery',6
40403,b' mala',54
40404,b' mia',24
40405,b'smat',25
40406,b'oorg',3
40407,b'olis\n',4
40408,b' winnings',9
40409,b' Timm',9
40410,b' mome',226
40411,b'Fors',7
40412,b'andoa',12
40413,b'elfa',5
40414,b'-eas',91
40415,b' Edwardi',11
40416,b' talle',37
40417,b' rose',131
40418,b' economica',48
40419,b' Belfa',165
40420,b' domes',268
40421,b' renow',73
40422,b' rost',70
40423,b' gamesh',2
40424,b' twinn',40
40425,b'vict',7
40426,b'Fraz',20
40427,b'husk',21
40428,b' wingb',3
40429,b' Alou',27
40430,b' American\n',16
40431,b'wsp',4
40432,b'(ass',11
40433,b'sets',13
40434,b'llop',9
40435,b'etsh',16
40436,b' defl',63
40437,b' instrument',337
40438,b' attracte',121
40439,b' Room',112
40440,b' inspire',226
40441,b'Barb',22
40442,b' gril',32
40443,b'Gou',4
40444,b'odj',4
40445,b' Gis',20
40446,b'\x80\x94L',7
40447,b'Val',72
40448,b'onez',4
40449,b' \xd0\x9f',9
40450,b' \xd0\xb2',12
40451,b' \xd0\xa0',9
40452,b' \xd0\xbc',5
40453,b' Hotu',4
40454,b'\xb0\xe4',4
40455,b'auli',48
40456,b'nteg',29
40457,b' Hayn',29
40458,b' Runw',15
40459,b' whoo',7
40460,b' passenger',357
40461,b'(one',54
40462,b' temperat',314
40463,b' bille',25
40464,b' occurred',261
40465,b'pric',35
40466,b'KT',13
40467,b' Boi',52
40468,"b'""Id'",8
40469,b' NewsC',4
40470,b' Marsd',13
40471,b' pinb',9
40472,b'ushu',13
40473,b'ane\n',6
40474,b'Ao',13
40475,b'koj',2
40476,b' Kita',28
40477,b' I\xc5',11
40478,b'(Ok',4
40479,b'\xb1\xe7',2
40480,b'aish',8
40481,b'\x9b\xe5',3
40482,b'ime\n',7
40483,b'encea',3
40484,b' Genk',9
40485,b' Wow',35
40486,b' G2',18
40487,b' guitaris',271
40488,b'adav',4
40489,b' Sait',30
40490,b' Festiva',315
40491,b'atei',3
40492,b' Sour',94
40493,b' Alexy',5
40494,b'hipo',10
40495,b'ningr',6
40496,b' mit',84
40497,b' expressi',259
40498,b' determini',44
40499,b' NCC',40
40500,b'jic',7
40501,b'irp',14
40502,b' committee',228
40503,b'airp',5
40504,b' architectu',321
40505,b' Canadiana',3
40506,b'ardsh',10
40507,b'niza',98
40508,b' Outa',4
40509,b'Natio',240
40510,b' Atlantic',274
40511,b' Overf',2
40512,b' Activ',88
40513,b'iting',149
40514,b' practice\n',2
40515,b' Ers',19
40516,b'tesm',7
40517,b' n\xce',3
40518,b' sube',3
40519,b' Bov',37
40520,b' technica',258
40521,b'doi',10
40522,b'arai',15
40523,b'Lj',15
40524,b' Gs',4
40525,b' Youz',3
40526,b'etea',4
40527,b'\xc4\x8d',108
40528,b'ciano',11
40529,b' seede',10
40530,b'inka',17
40531,b'ilf',7
40532,b'\x8ci',2
40533,b'li\xc4',5
40534,b' groundst',2
40535,b' cardb',20
40536,b' drink',211
40537,b' Iced',13
40538,b'(Nod',2
40539,b'htW',5
40540,b' Pyt',31
40541,b' Selen',19
40542,b' sends',44
40543,b' Ht',4
40544,b' webd',2
40545,b'.comm',2
40546,b'iref',5
40547,b'.ge',9
40548,b'senc',5
40549,"b'""textC'",3
40550,b'oxD',3
40551,b'fE',2
40552,b'ntL',2
40553,b'indE',4
40554,b' firstR',2
40555,b'rstR',2
40556,b' OpenQ',3
40557,b'.Se',6
40558,b'(By',14
40559,b'bD',3
40560,b'.Cs',2
40561,b' Grid',16
40562,b'eand',72
40563,b' dogb',2
40564,b' downy',5
40565,b' irre',127
40566,b' irri',65
40567,b'Ole',23
40568,b' n\xe1',3
40569,b'\xbdr',2
40570,b'\xbd\xce',10
40571,b'\x8c\xcf',7
40572,b' wasp',18
40573,b'phn',2
40574,b' showy',4
40575,b'tarl',2
40576,b'erran',93
40577,b' bite',24
40578,b' ono',9
40579,b'namen',9
40580,b' wateri',8
40581,b' flower',188
40582,b'Tox',8
40583,b'\x9bv',3
40584,b'ssis',18
40585,b' plants\n',13
40586,b' Souc',10
40587,b' Weig',35
40588,b'Nativ',28
40589,b'iansk',3
40590,b'desb',4
40591,b'dgem',3
40592,b' Roadc',2
40593,b'hef',7
40594,b' Sed',40
40595,b'rgan',43
40596,b'erob',10
40597,b' accepto',5
40598,b'lents',15
40599,b' autot',2
40600,b'olism',20
40601,b'anoh',6
40602,b'etero',10
40603,b' micro',245
40604,b'orga',27
40605,b' comf',83
40606,b' phra',147
40607,b' hadn',10
40608,b'caro',9
40609,b'(rel',46
40610,b'Yea',172
40611,b' Someb',6
40612,b'uated',84
40613,b' typed',8
40614,b'\xc3\xb6p',31
40615,b'Til',20
40616,b'Plu',10
40617,b' Appi',52
40618,b'ultur',205
40619,b'us\xe2',7
40620,b' engaged',191
40621,b'ganu',3
40622,b' legio',27
40623,b'tacu',49
40624,b'(rei',11
40625,b' referenced',35
40626,b'ocha',24
40627,b' Refe',117
40628,b'usC',2
40629,b'oG',8
40630,b' Actio',117
40631,b' normall',152
40632,b'rml',16
40633,b' \xc6',6
40634,b'\x92n',2
40635,b' Bradl',216
40636,b' Oakw',7
40637,b' measurem',98
40638,b' Livek',2
40639,b' Rent',26
40640,b' OnD',2
40641,b' R\xc3\xba',5
40642,b' teet',97
40643,b' radiog',6
40644,b' examin',184
40645,b' amel',12
40646,b' Daz',34
40647,b'paf',6
40648,b'gys',4
40649,b'GC',18
40650,b' Afters',3
40651,b' Wayz',5
40652,b' Kuru',26
40653,b' Dogg',17
40654,b'Opp',18
40655,b'icalo',2
40656,b' capabi',127
40657,b' Cey',62
40658,b' Armed',69
40659,b' Volun',64
40660,b' JV',7
40661,b' peacek',24
40662,b' AQ',17
40663,b' regimen',177
40664,b'eers',142
40665,b'Spec',111
40666,b' Traini',180
40667,b' Command\n',18
40668,b' conducts',20
40669,b' Centres',7
40670,b'tenant',157
40671,b' Overa',55
40672,b' Commandi',18
40673,b'buf',3
40674,b' Lanka',108
40675,b' Skyn',9
40676,b'nyr',5
40677,b'bergs',7
40678,b' Dae',26
40679,b' Everq',2
40680,b'aryt',2
40681,b' Everc',5
40682,b' dae',7
40683,b' Malek',4
40684,b' oldest',207
40685,b'tedm',2
40686,b' Gerr',50
40687,b' Onem',2
40688,b' mighty',8
40689,b' twins',26
40690,b' Kurg',6
40691,b' Gotr',5
40692,b' legen',213
40693,b' Maka',28
40694,b'ungn',3
40695,b' Slay',13
40696,b' Gru',131
40697,b'chenf',6
40698,b'uard',90
40699,b' Imper',262
40700,b'Tz',4
40701,b'nn\xc3',4
40702,b' Everl',8
40703,b'recte',38
40704,b'gony',5
40705,"b""'so""",15
40706,b' Seer',4
40707,b' greatest',221
40708,b'lean',23
40709,b'Og',11
40710,b' Goldt',7
40711,b' Slan',28
40712,b' spaw',40
40713,b' Kro',51
40714,b' GodT',2
40715,b' Orc\n',2
40716,b'(Aq',6
40717,b'tusk',3
40718,b' One\n',19
40719,b' Slaa',2
40720,b'nesh',5
40721,b'ental\n',8
40722,b'-Og',3
40723,b'ames\n',11
40724,b' material\n',8
40725,b' Darc',44
40726,b' colorl',8
40727,b'(bp',2
40728,b'amino',13
40729,b' n\xc9',4
40730,b'x\xca',5
40731,b'c\xc9',2
40732,b'\x99n',15
40733,b'/\xca',3
40734,"b""'\xca""",3
40735,b'ttal',38
40736,b'\x99s',12
40737,b'tx',2
40738,b'a\xca',9
40739,b'-\xc9',6
40740,b' meanings',36
40741,b'\xa9y',2
40742,b' l\xc9',2
40743,b'\x99m',6
40744,b' cn',8
40745,b' k\xca',4
40746,b'\xc3\xa1\xc5',20
40747,b' c\xc9',7
40748,b'\xc3\xa9\xca',2
40749,b' c\xca',4
40750,b'\x99\xc5',6
40751,b' Montl',4
40752,b' flights',102
40753,b'BH',17
40754,b'netu',2
40755,b'vee',11
40756,b'KG',3
40757,b' Kre',111
40758,b' El\xc5',6
40759,b'eons',16
40760,b' Kant',43
40761,b' formul',186
40762,b' Makh',19
40763,b'old\n',9
40764,b'Syr',17
40765,b' Sprint',19
40766,b'Fla',38
40767,b' Balls',8
40768,b' measured',86
40769,b' Prizes',14
40770,b'Hex',8
40771,b'sily',4
40772,b')h',7
40773,b'iedm',23
40774,b' Kerr',74
40775,b' performin',175
40776,b'(cf',41
40777,b' Stoned',2
40778,b' Roadk',2
40779,b' Friedm',50
40780,b'agoz',7
40781,b'torr',7
40782,b' Insu',56
40783,b'r\xcc',14
40784,b'\xa5\xc7',5
40785,b'ing\xca',7
40786,b'\xc5\x8dd',3
40787,b'm\xcc',3
40788,b'\xa5b',5
40789,b'ugh\xe2',3
40790,b'\x93r',3
40791,b'\x82\x81',21
40792,b'-\xc4',12
40793,b'*V',5
40794,b'iH',8
40795,b'\xb7o',3
40796,b')i',5
40797,b'\xb7\xca',3
40798,b'd\xca',4
40799,b'*\xcf',3
40800,"b""'si""",9
40801,b'*s',30
40802,b'l\xcc',7
40803,b'\xa5o',4
40804,b'\xa5t',5
40805,b'*K',2
40806,"b""'me""",11
40807,b'(Cf',5
40808,b'n\xcc',8
40809,b' Gaul',85
40810,b'*x',3
40811,b'e\xc7',3
40812,b'*l',16
40813,b'outt',3
40814,b'-tu',41
40815,b'\x82\x83',5
40816,b'-t\xc5',9
40817,b'-os',5
40818,b'ekm',3
40819,"b""'te""",7
40820,b' dek',4
40821,b'\x81s',13
40822,b'*C',5
40823,b'gh\xe2',3
40824,b'\xa5R',2
40825,b'arsn',3
40826,b'\xa5P',2
40827,b'\xa5H',7
40828,b'/\xce',6
40829,b'*y',2
40830,b'<z',2
40831,b'ansc',5
40832,b' Villas',5
40833,b'\xb7e',2
40834,b'kelt',2
40835,b'eoh',3
40836,b' Ibe',43
40837,b' Celti',199
40838,b' Este',70
40839,b' Epig',5
40840,b'r\xc3\xa1',17
40841,b'fico',10
40842,b'harj',4
40843,b'theo',4
40844,b'-cons',65
40845,b'-ord',37
40846,b' extension',188
40847,b'ydn',3
40848,b'ardy',9
40849,b' Slai',2
40850,b' Orch',173
40851,b' premier',317
40852,b'Englis',318
40853,b'\xc3\xaf',42
40854,b' Reali',58
40855,b' Villan',17
40856,b'uev',16
40857,b' DZ',9
40858,b' Cityn',3
40859,b' ZO',27
40860,b'OZ',4
40861,b' blockt',4
40862,b'-ori',67
40863,b' ceas',137
40864,b' analo',158
40865,b' rollo',10
40866,b' ABS',34
40867,b' Corpora',313
40868,b'llyi',11
40869,b' affects',39
40870,b' behavi',268
40871,b'ensu',2
40872,b'-cont',104
40873,b' internali',4
40874,b' propor',113
40875,b' CDC',10
40876,b'entati',319
40877,b'byg',2
40878,b' ABC',149
40879,b' Illinois',392
40880,b' Lifel',7
40881,b' Purs',17
40882,b'uation',392
40883,b'hais',8
40884,b'\xc3\xa9u',5
40885,b'-Et',5
40886,b' Lesc',7
40887,b' Enco',28
40888,b' Keri',6
40889,b' naturel',4
40890,"b""'ai""",12
40891,b' Lesu',4
40892,b' Forn',14
40893,b' Semi',120
40894,b' Backs',10
40895,b' Vida',29
40896,b' Lawa',17
40897,b'ungi',3
40898,b'itant',98
40899,b' planets',53
40900,b' planeta',29
40901,b' musta',106
40902,b'-chl',5
40903,b' recover',305
40904,b' victim',219
40905,b' blen',84
40906,b' lew',6
40907,b' burns',18
40908,b' stockp',32
40909,b'abj',2
40910,b'ssif',20
40911,b' dispo',85
40912,b' detecte',45
40913,b'nerat',138
40914,b' Jones\n',20
40915,b'ackl',8
40916,b'uS',2
40917,b'oY',4
40918,b'meC',5
40919,b'(N6',9
40920,b' Lace',23
40921,b'cyr',4
40922,b' Centrev',3
40923,b'R\xc2',10
40924,b' aggl',10
40925,b'-Ou',29
40926,b' Rockr',2
40927,b' Massachu',266
40928,b' Divisione',2
40929,b'nana',4
40930,b' Pierr',123
40931,b' Y\xc5',29
40932,b' Y\xc3',11
40933,b'\xbbM',2
40934,b'I\xe3',2
40935,b' Aya',28
40936,b' Mami',22
40937,b'Sper',6
40938,b'nch\n',3
40939,b' floorp',3
40940,b' generatio',288
40941,b' auto\n',8
40942,b'-im',74
40943,b' VZ',10
40944,b' Yuv',14
40945,b' title\n',13
40946,b'\xb2n',10
40947,b' participates',25
40948,b'oring',122
40949,b' harmo',147
40950,b'htel',8
40951,b' Nowa',14
40952,b' Infor',149
40953,b' Mansi',18
40954,b' Hanw',7
40955,b' Karla',7
40956,b' Ayr',51
40957,b' stripi',12
40958,b'giem',2
40959,b' chron',158
40960,b'osab',5
40961,b' eM',11
40962,b' musicians\n',104
40963,b'osaa',2
40964,b'inki',33
40965,b' And\xc3',2
40966,b'\xb8y',7
40967,b'mono',12
40968,b' Imag',147
40969,b' Bury',30
40970,b' Helle',49
40971,b'ZM',61
40972,b' ZM',136
40973,b' Zealand',545
40974,b' recently',236
40975,b'YD',4
40976,b' networke',23
40977,b' Nighte',3
40978,b' affecte',172
40979,b'carg',3
40980,b'klan',63
40981,b' prer',19
40982,b' am\xe2',3
40983,b'\x80\x933',10
40984,b' Sunday',232
40985,b' Manse',18
40986,b' Newsf',3
40987,b'ngton',262
40988,b' Sarah',177
40989,b' Cock',57
40990,b'thei',24
40991,b' art\xe2',3
40992,b' Techno',294
40993,b'inv',20
40994,b'aked',13
40995,b'ille\xe2',8
40996,b'tace',29
40997,b' Ibr',47
40998,b' Siri',27
40999,b' Muha',141
41000,b'zq',15
41001,b' Rosea',17
41002,b'anso',8
41003,b' intelli',215
41004,b' world\xe2',11
41005,b' Vec',27
41006,b' fusi',50
41007,b' tape',237
41008,b' Kami',71
41009,b' initiate',87
41010,b' RouteR',14
41011,b'ages\n',12
41012,b' Spart',48
41013,b' housing',292
41014,b' Firem',6
41015,b' Timer',2
41016,b' Emmy',79
41017,b' Exti',8
41018,b' Swai',13
41019,b'Musici',73
41020,b' Dogs',43
41021,b'r\xc3\xa9',48
41022,b' champions\n',37
41023,b' Grant\n',6
41024,b' Sanz',33
41025,b' Shur',21
41026,b'\x8cs',3
41027,b' products\xe2',2
41028,b'eyo',14
41029,b' dynast',275
41030,b' Sats',18
41031,b'sals',19
41032,b' Ch\xc5',14
41033,b'\xabz',6
41034,b' posses',321
41035,b'=F',3
41036,b'E6',3
41037,b' Caru',10
41038,b' c1',6
41039,b' instructi',122
41040,b'\xbd\xbc',3
41041,b'\xbd\x84',2
41042,b'\xbd\x82',2
41043,b'dran',4
41044,b'enanc',150
41045,b'ffey',11
41046,b' Geu',25
41047,b' Shik',35
41048,b'ttai',5
41049,b' Hartu',12
41050,b' Maler',6
41051,b' painters',87
41052,b'perl',10
41053,b'ibits',16
41054,b' amen',113
41055,b'fine',26
41056,b'elat',18
41057,b' Protec',128
41058,b' FCA',22
41059,b' materiali',44
41060,b' Frau',20
41061,b'JP',4
41062,b' medicall',7
41063,b' Chl',65
41064,b'oraP',2
41065,b'-lab',15
41066,b'\xb8\xb3',8
41067,b'e\xca',3
41068,b' Trust',201
41069,b' Vanb',7
41070,b' Slat',51
41071,b' surround',308
41072,b'ffes',2
41073,b' Capa',25
41074,b' Shuk',2
41075,b' backc',16
41076,b' Slal',8
41077,b' Area\n',26
41078,b' Oakv',7
41079,b' mathem',302
41080,b' instructo',49
41081,b' Zhi',13
41082,b' amn',28
41083,b'dax',6
41084,b' Brod',142
41085,b' Downs',24
41086,b' Gry',9
41087,b' civilia',158
41088,b' Rossb',4
41089,b'illas',102
41090,b' silve',289
41091,b'uary\xe2',6
41092,b' Jameso',10
41093,b' Evere',59
41094,b' invento',87
41095,b' Gonc',5
41096,b' unle',96
41097,b' whats',14
41098,b' favour',212
41099,b' illeg',146
41100,b' measures',139
41101,b'ibiti',51
41102,b'\xe2\x80\x93U',5
41103,b'yds',8
41104,b' Dieb',11
41105,b' unit\n',14
41106,b'essB',2
41107,b' car\n',11
41108,b'VL',3
41109,b' Kongs',2
41110,b' ng',40
41111,b' Banka',9
41112,b'niai',3
41113,b' Areq',6
41114,b'opod',11
41115,b'tub',13
41116,b' axo',19
41117,b' documente',61
41118,b' Actin',48
41119,b'leat',6
41120,b' layer',143
41121,b' Hartm',19
41122,b'ryd',15
41123,b' reactio',315
41124,b' number\n',12
41125,b' tripe',3
41126,b'ricani',5
41127,b' unla',16
41128,b' pok',59
41129,b'ntel',14
41130,b'ntion',225
41131,b'rims',48
41132,b'rima',86
41133,b' cycle',312
41134,b'Pil',13
41135,b'elay',3
41136,b' Pyr',43
41137,b'enee',8
41138,b' Cami',64
41139,b'stel',30
41140,b' James\n',11
41141,b' Routes',20
41142,b' venti',40
41143,b' effect\n',10
41144,b' axi',89
41145,b'iltr',7
41146,b' downc',2
41147,b'\x94P',2
41148,b'!a',137
41149,b' a\n',4
41150,b' To\n',2
41151,b' K\n',4
41152,b'\xb0R',5
41153,b' Q\n',2
41154,b' stac',40
41155,b' distance',249
41156,b' conditioni',42
41157,b'eyn',5
41158,b'Coy',6
41159,b' coord',157
41160,b'ecq',9
41161,b' Crossb',4
41162,b'-Om',11
41163,b' launchp',4
41164,b'llerp',2
41165,b'-wea',20
41166,b' Committee',369
41167,b'moy',3
41168,b'lais',19
41169,b'rtsj',2
41170,b' agenci',104
41171,b' Hunto',9
41172,b' forcep',5
41173,b'hox',14
41174,b'hols',20
41175,b'olam',7
41176,b'\xc2\xa0u',3
41177,b' normali',20
41178,b' affili',310
41179,b' FCC',59
41180,b' coinc',77
41181,b'therN',6
41182,b' OnT',7
41183,b' QV',7
41184,b'MJ',3
41185,b'SJ',3
41186,b' Seu',28
41187,b'-il',7
41188,b' intelle',116
41189,b'-Ko',27
41190,b'\xa9\xec',2
41191,b'\xb0\xea',2
41192,b' enterta',184
41193,b' invad',129
41194,b' Pyo',15
41195,b' dance\n',9
41196,b' Schoolp',2
41197,b' primes',14
41198,b' nt',5
41199,"b',b'",3
41200,b' \xce\xb1',49
41201,b' Gaus',14
41202,b' \xce\xb6',3
41203,b'[\xce',5
41204,b' ration',117
41205,b'rime',49
41206,b'\xe2\x80\x93\xce',2
41207,"b',q'",33
41208,b' vani',39
41209,b'(CL',6
41210,b' recipr',51
41211,b' laws\n',5
41212,b'iem',19
41213,b' USAA',5
41214,b' Strate',82
41215,b'lns',11
41216,b' Squadr',170
41217,b' teleph',83
41218,b' Goj',4
41219,b'msn',2
41220,b'aas',12
41221,b'ardse',3
41222,b' Ende',31
41223,b'Musica',128
41224,b' Stones',32
41225,b' Exte',82
41226,b' EPA',50
41227,b'zone',35
41228,b' science\n',19
41229,b'eoa',3
41230,b' Niv',35
41231,b'\xc3\xbce',7
41232,b' Tolk',39
41233,b'ainme',226
41234,b' Enterp',67
41235,b' cases\n',17
41236,b' Freez',16
41237,b'genb',17
41238,b' attracto',4
41239,b' map\n',9
41240,b' \xce\x94',6
41241,b'hyp',61
41242,b'areo',11
41243,b' shaped',46
41244,b' end\xe2',3
41245,b'anar',11
41246,b' perr',2
41247,b' climbi',82
41248,b' Consu',102
41249,b' climbe',72
41250,b'roB',2
41251,b'ying\n',7
41252,b' Poste',11
41253,b' Mesa',27
41254,b' Siep',6
41255,b'zis',27
41256,b'Aust',226
41257,b' ABB',5
41258,b' SouthE',4
41259,b' franch',152
41260,b' Trains',24
41261,b' Spring',271
41262,b' Cerr',15
41263,b' shall',170
41264,b' viewa',4
41265,b' Baker',172
41266,b'arab',14
41267,b'(son',43
41268,b' Laa',6
41269,b' Aar',99
41270,b' Cert',86
41271,b' Summers',20
41272,"b'""Na'",51
41273,b'\xc3\xa8c',14
41274,b'Person',320
41275,b'chero',8
41276,b'akac',6
41277,b' \xe2\x80\x93\xc2',2
41278,b'\xa0a',7
41279,b'akan',15
41280,b' Ila',26
41281,b' According',504
41282,b'nerv',4
41283,b'tarr',2
41284,b' boat\n',5
41285,b' merr',7
41286,b' Minnes',299
41287,b' frequentl',239
41288,b'akah',2
41289,b' passag',113
41290,b'\x9b\xd7',5
41291,b'\x90\xd7',12
41292,b' Cere',35
41293,b'Conn',21
41294,b' Thail',150
41295,b' General\xe2',2
41296,b' Ilu',6
41297,b' PX',4
41298,b' BX',20
41299,b' storef',8
41300,b' associates',33
41301,b' support\n',5
41302,b' recomme',188
41303,b' expanded',220
41304,b' request',268
41305,b' cans',7
41306,b' Maria\xe2',3
41307,b'ange\xe2',2
41308,b'lent\n',4
41309,b' Homew',6
41310,b' hide',75
41311,b' Chance',109
41312,b' Bando',3
41313,b' Burnf',4
41314,b'ny\xe2',4
41315,b' organization\n',10
41316,b'atics',153
41317,b' stoppe',104
41318,b'undo',19
41319,b' sone',2
41320,b' unrel',89
41321,b' UI',32
41322,b' letterm',8
41323,b'back',66
41324,b'cky\n',34
41325,b'einz',8
41326,b' Coch',49
41327,b' wound',223
41328,b' domed',13
41329,b'later',27
41330,b'hein',38
41331,b'oW',7
41332,b' Kenf',5
41333,b' effecte',14
41334,b'odom',22
41335,b' owners\n',13
41336,b' Heroe',35
41337,b'nns',7
41338,b' Provinci',36
41339,b' subsequent',395
41340,b' exhibi',301
41341,b' Farme',70
41342,b' Province',265
41343,b' Pao',41
41344,b' Linn',50
41345,b'hoon',53
